OBJECTID,country,project_id,project_name,group_id,group_name,project_status,species,grant_reference,hectares,phase,globalid
151,Scotland,103000000004424,Gorton Hill,n/a,n/a,Verified,Mixed predominantly broadleaved (50-80%),SRDP 4139390,196.34636861,1,e6eb9e06-4f97-41b4-8aaf-18037b78e8fc
152,Scotland,103000000004381,Lawel Hill,n/a,n/a,Verified,Mixed predominantly conifer (50-80%),SRDP 31900860,58.06330153,1,42b7b2f6-f486-4dc8-9618-5d0b8a5a041b
153,England,103000000004434,Long Wood,n/a,n/a,Verified,Broadleaved (>80%),EWGS 15423,11.72788856,1,efe42408-2a86-44b8-b821-136529028ece
154,Scotland,103000000004416,Milton of Mathers,n/a,n/a,Verified,Broadleaved (>80%),SRDP 031900872,17.41123742,1,131d5e3c-d384-484b-9904-39a4b1777bb8
155,Scotland,103000000004422,Winterhope,n/a,n/a,Verified,Broadleaved (>80%),SRDP 4177918,115.57946863,1,d9707bd2-f608-45d8-aa05-6a121d0e730e
156,England,103000000004502,Wiles Wood,103000000000749,Forest of Marston Vale (G0003),Verified,Broadleaved (>80%),"EWGS 2837, EWGS 20663",21.64156697,1,3461025d-e566-4cf5-9336-af5d5f530761
157,England,103000000004494,Van Diemens Land,103000000000749,Forest of Marston Vale (G0003),Verified,Broadleaved (>80%),WGS 017003895,3.54604911,1,749b2f67-ce60-4966-9513-eef26a82130a
158,England,103000000004461,Bescaby Diamond Wood,n/a,n/a,Verified,Broadleaved (>80%),EWGS 27131,13.3127893,1,5e04903c-d075-4936-a353-c9ff0a35f654
159,England,103000000008077,Blatherwycke,n/a,n/a,Verified,Broadleaved (>80%),EWGS 29706,2.10674072,1,ea39f7ed-91ef-439a-a544-981b10b0b4c3
160,England,103000000004455,Shocott Spring Community Woodland,n/a,n/a,Verified,Broadleaved (>80%),"EWGS 871, EWGS 15929, EWGS 20651",51.58845349,1,0dd4ecd4-60f8-42d3-833a-9d83fb70899c
161,Scotland,103000000008981,Mill of Pitmedden,103000000002945,Forest Carbon Group Scheme 2,Validated,Broadleaved (>80%),SRDP 4884177,12.87561088,1,31cd881d-ba70-4df7-8671-357de569cf62
162,Scotland,103000000009786,Opinan,103000000002945,Forest Carbon Group Scheme 2,Validated,Broadleaved (>80%),SRDP 4892299,4.64372164,1,96bfd682-d7ce-44cd-bbd1-0ba108a2c02c
163,Scotland,103000000009785,Shallgreen,103000000002945,Forest Carbon Group Scheme 2,Validated,Mixed predominantly broadleaved (50-80%),"SRDP 4893977, SRDP 5027554",9.04595571,1,316de97e-8eb4-4fb8-8a00-aa38fb454d1f
164,England,103000000009784,Thorney Coppice,103000000002945,Forest Carbon Group Scheme 2,Validated,Mixed predominantly conifer (50-80%),River Nene Regional Park SGL 30964.0002,11.17373399,1,9ba0e168-59a9-4326-b5a2-3c56d4f5c7ad
165,Scotland,103000000006289,Craig Farm phase 2,103000000002945,Forest Carbon Group Scheme 2,Validated,Mixed predominantly conifer (50-80%),"SRDP 4659698, SRDP 4659705",79.64420911,1,f1db7b77-e18d-418c-8077-663f8852b9c6
166,Scotland,103000000009782,Halkburn,103000000002945,Forest Carbon Group Scheme 2,Validated,Broadleaved (>80%),SRDP 3790276,22.92086333,1,a0aab846-dea3-4b77-b8aa-a07b7222f301
167,Wales,103000000004512,Louisa's Wood,103000000000751,James Lonsdale Group (G0007),Validated,Broadleaved (>80%),Glastir 29414,7.16512135,1,7993af4c-cc12-401b-afc6-9e93399fcae8
168,Wales,103000000004519,David's Wood,103000000000751,James Lonsdale Group (G0007),Validated,Broadleaved (>80%),Glastir 30141,11.1612983,1,7bb458a3-4b05-498f-a924-5fa741762777
169,Wales,103000000004469,Cyffin,n/a,n/a,Not Delivered,Broadleaved (>80%),Glastir 26067,160.03339294,1,e11ca65e-98fe-4a80-b96e-a61356afd054
170,England,103000000006297,Weekley Hall 2,103000000000754,Forest Carbon Group Scheme 1,Verified,Broadleaved (>80%),River Nene Regional Park 2014,5.7845595,1,ecd53cd9-8b00-4514-a362-a6a97dfbe0c8
171,England,103000000006294,Madresfield,103000000000754,Forest Carbon Group Scheme 1,Verified,Broadleaved (>80%),EWGS 32413,5.09285891,1,595b8a42-5fa8-44fa-8cd9-cc97d347e793
172,Scotland,103000000006293,Kinstair,103000000000754,Forest Carbon Group Scheme 1,Verified,Conifer (>80%),SRDP 4883106,11.95864234,1,4ec74f9d-f1ba-4cf9-9a2a-fb3837a53e67
173,Scotland,103000000006783,Garvalt Burn 2,103000000000754,Forest Carbon Group Scheme 1,Verified,Broadleaved (>80%),SRDP 4888290,45.1475935,1,cbb9258e-2caa-4685-b845-c71798e603d6
174,England,103000000004625,Chalfield,103000000000754,Forest Carbon Group Scheme 1,Verified,Broadleaved (>80%),EWGS 26647,5.43403521,1,317b2c85-d797-49ca-adee-0ca131e0c47d
175,Scotland,103000000004508,Balcorach,103000000000754,Forest Carbon Group Scheme 1,Verified,Mixed predominantly broadleaved (50-80%),SRDP 4084804,20.28509588,1,8cb84e26-ce40-44e7-845c-3aeeac11f560
176,Scotland,103000000006288,Craig,103000000000754,Forest Carbon Group Scheme 1,Verified,Broadleaved (>80%),SRDP 446257,32.74319275,1,bcfd51af-9da6-4a63-944c-ea4a35048703
177,Scotland,103000000005155,Bogton Mine,103000000000847,Craigengillan Woods Phase 1,Verified,Broadleaved (>80%),SRDP 034001240,15.06569734,1,d3b0269c-e257-4523-8b72-05d20878afa7
178,Scotland,103000000005156,Muck Water Plantation,103000000000847,Craigengillan Woods Phase 1,Verified,Broadleaved (>80%),SRDP 034900230,3.62493737,1,bfdc9815-6763-456f-bf8f-54fbb1fa77aa
179,Scotland,103000000005160,Bellsbank Jubilee Wood,103000000000847,Craigengillan Woods Phase 2,Verified,Mixed predominantly conifer (50-80%),SRDP 4665438,0.56112308,1,a74910c1-cb5f-4551-8b7c-1dbecf4e6dc5
180,Scotland,103000000005158,Dalcairnie Farm,103000000000847,Craigengillan Woods Phase 1,Verified,Broadleaved (>80%),SRDP 034900445,24.86690442,1,66d6a427-fe69-4de6-89a5-b9eb75ca10d5
181,Scotland,103000000005157,Auchenroy Hill,103000000000847,Craigengillan Woods Phase 1,Verified,Broadleaved (>80%),SRDP 034900388,84.5467334,1,0fd5d1fd-aa96-47ca-af77-9d00266bd199
182,Scotland,103000000005161,Shangaan Wood,103000000000848,Craigengillan Woods Phase 2,Verified,Mixed predominantly broadleaved (50-80%),SRDP 4712870,147.12594173,1,e9fc652f-ecf3-4e32-ba5c-28da9c870b77
183,Scotland,103000000004476,Mowhaugh,103000000000747,Tweed Forum (G0005),Verified,Broadleaved (>80%),SRDP 4641167,5.90352511,1,a31bd029-7e9e-4bac-b83b-91c72305b8e3
184,Scotland,103000000004477,Portmore,103000000000747,Tweed Forum (G0005),Not Delivered,Broadleaved (>80%),SRDP 4424908,5.65964118,1,599cbd52-e915-45bf-a083-51e7eb623071
185,Scotland,103000000004475,Shiplaw Burn,103000000000747,Tweed Forum (G0005),Verified,Broadleaved (>80%),SRDP 4401177,20.09419133,1,058e2855-ad64-4420-902b-f5e147957d9b
186,England,103000000004606,Warner's Wood,n/a,n/a,Verified,Broadleaved (>80%),EWGS 30122,21.74808527,1,1c1b0d17-cfe3-42e6-a97d-77d7eb007d06
187,England,103000000004577,Calm Slate,103000000000756,Yorkshire Dales Millennium Trust (G0002),Verified,Broadleaved (>80%),EWGS 17995,4.36807982,1,0ad28491-ba98-4a33-af3b-d47a59a2c066
188,England,103000000004531,Storthwaite,103000000000756,Yorkshire Dales Millennium Trust (G0002),Verified,Broadleaved (>80%),EWGS 20961,12.48816638,1,571f66e7-56aa-43e0-ada8-438355fe540e
189,England,103000000004578,Town End Farm,103000000000756,Yorkshire Dales Millennium Trust (G0002),Verified,Broadleaved (>80%),EWGS 19391,2.66238814,1,0bc3ca50-01ac-4fe0-8185-0859864b6237
190,England,103000000004579,Lamberts Wood,103000000000756,Yorkshire Dales Millennium Trust (G0002),Verified,Broadleaved (>80%),EWGS 17880,1.84831398,1,e860bc68-0551-4839-a14a-53a7974f3272
191,England,103000000004529,Nethergill Farm,103000000000756,Yorkshire Dales Millennium Trust (G0002),Verified,Broadleaved (>80%),EWGS 2858,14.96012721,1,7ccb9738-49a0-4afb-a1f3-ea229513cd84
192,England,103000000004589,Escrick Park Jubilee Wood,103000000000750,White Rose Forest (G0004),Validated,Broadleaved (>80%),EWGS 29665,10.70487295,1,62144cd6-05f4-4178-bb54-54527a6d652b
193,England,103000000004587,Gillcarr,103000000000750,White Rose Forest (G0004),Validated,Broadleaved (>80%),EWGS 31549,6.9203046,1,6ea043cd-dd2b-4482-be43-18de3401bfcd
194,England,103000000004581,Stoney Ridge Plantation,103000000000750,White Rose Forest (G0004),Validated,Broadleaved (>80%),EWGS 29905,0.76184694,1,1d9e4a29-4f08-4be6-ad6d-273b4d848951
195,England,103000000004582,Lippersley Wood,103000000000750,White Rose Forest (G0004),Validated,Broadleaved (>80%),EWGS 30074,0.50767057,1,20e5ac09-954e-4de2-8e0b-3d691b633589
196,Scotland,103000000004421,Stonebyres,n/a,n/a,Verified,Broadleaved (>80%),SRDP 3644239,11.33082475,1,5de7d4ba-5547-4e35-b28a-e9c9140b9c41
197,England,103000000004522,Joanna's Wood,103000000000751,James Lonsdale Group (G0007),Validated,Broadleaved (>80%),EWGS 30283,17.95564007,1,022e6a9a-c92b-42b3-b1d1-d1e39114debb
198,England,103000000004588,Birk Crag,103000000000750,White Rose Forest (G0004),Validated,Broadleaved (>80%),EWGS 31963,6.88161132,1,8dccd561-e11f-4954-a3ec-3f77559e70ae
199,Scotland,103000000004403,Overkirkhope,n/a,n/a,Verified,Broadleaved (>80%),RDC_RP/3836897/803/0024/3836097/S/002,168.30648649,1,81e35b99-953d-42b3-b8c5-a68018d09cc3
200,Wales,103000000004283,Brynrhyg,n/a,n/a,Verified,Broadleaved (>80%),BWW 17091,9.50797291,1,942f59ab-10a3-4eed-a5d3-80ba4000ec5a
201,England,103000000004584,"Tank Row, Dearne Valley Park",103000000000750,White Rose Forest (G0004),Validated,Broadleaved (>80%),EWGS 30730,0.80510352,1,708b54a3-18ef-4c80-8e36-86a829c69aa6
202,Scotland,103000000006187,4 Gesto,n/a,n/a,Verified,Broadleaved (>80%),RDC_RP/4885698/458/0021/4885698/S/001,367.1229322,1,abaa6a39-ae51-4fc9-acf7-b16074659c48
203,England,103000000004521,Maddies Wood,103000000000751,James Lonsdale Group (G0007),Validated,Broadleaved (>80%),"EWGS 30752, EWGS 30749",17.82207201,1,c65d299b-3f27-4ff5-a714-669fc3be0a83
204,England,103000000004516,Rob's Wood,103000000000751,James Lonsdale Group (G0007),Validated,Broadleaved (>80%),EWGS 29606,10.154517,1,d9a8b636-2dbf-44de-bd92-14ee0eba3a54
205,Scotland,103000000004384,Glenmuck,n/a,n/a,Verified,Mixed predominantly broadleaved (50-80%),SRDP 034900869,41.93828725,1,7fed5cc1-5524-41fc-a333-e7df066d0e8a
206,Scotland,103000000004413,Bills Cleuch,n/a,n/a,Verified,Broadleaved (>80%),SRDP 4405217,260.06462607,1,46f5262c-d82a-4ca4-998e-ed381587ace8
207,Scotland,103000000004429,Glen Estate Jubilee Wood,n/a,n/a,Verified,Broadleaved (>80%),SRDP 469/0471,37.82109579,1,8d2200fb-9e09-4af2-a25a-48c0f719eafb
208,Scotland,103000000004593,Holm of Drumlanrig,103000000000748,Buccleuch Estates (G0001),Verified,Broadleaved (>80%),"SRDP 0349 00814, SRDP 0349 00818",1.95226507,1,1d4aa9f9-43ff-4827-abff-44dba7906e54
209,Scotland,103000000004484,Whitehope,103000000000748,Buccleuch Estates (G0001),Not Delivered,Mixed predominantly conifer (50-80%),SRDP 16186,16.16172617,1,cc29278d-737d-43cd-953f-b3bcdbfededc
210,Scotland,103000000004411,Floors,n/a,n/a,Verified,Broadleaved (>80%),SRDP 4166814,13.04526441,1,bfce1464-8a4b-49fd-a06c-187ad297a372
211,England,103000000006296,Fisherground,103000000000754,Forest Carbon Group Scheme 1,Verified,Broadleaved (>80%),EWGS 32546,7.32314818,1,8f80d017-a2a2-4eca-a24c-3f8beda16ba9
212,Scotland,103000000004474,Halterburnhead,103000000000747,Tweed Forum (G0005),Verified,Broadleaved (>80%),SRDP 4622873,34.98935102,1,f1a5a6c0-088c-4009-bc2d-f2b29c0d2d92
213,England,103000000004524,Barbara's Wood,103000000004846,Lonsdale Group 2,Validated,Broadleaved (>80%),EWGS 33450,7.11347996,1,980e175a-ebce-47b7-8bd1-1b4e68ff430b
214,England,103000000004515,Owens Wood,103000000004846,Lonsdale Group 2,Validated,Broadleaved (>80%),EWGS 29517,4.79321379,1,41a6f64c-6c32-4816-bb96-fac66f9963f8
215,England,103000000004514,Gills Wood,103000000004846,Lonsdale Group 2,Validated,Broadleaved (>80%),EWGS 26543,4.48842045,1,1be017a0-4b9a-4028-8ba7-ca80464dd9fc
216,Scotland,103000000004390,Garvalt Burn,n/a,n/a,Verified,Mixed predominantly conifer (50-80%),SRDP 4405223,50.26584575,1,ef40fe93-0e1c-436a-9be6-9815a4a20ea4
217,Scotland,103000000004482,Coshogle 2,103000000000748,Buccleuch Estates (G0001),Verified,Broadleaved (>80%),SRDP 4354734,104.80753803,1,2dec1189-40f1-408a-a003-2f4067d1180a
218,Scotland,104000000011556,East Mains - Gleneagles Estate,103000000005348,Bell Ingram 2016-2018,Verified,Broadleaved (>80%),SRDP 4428289,18.5390408,1,0f853d0a-a2ab-497c-bb1b-dad99e322646
219,Scotland,104000000011555,Kaimknowe - Gleneagles Estate,103000000005348,Bell Ingram 2016-2018,Verified,Broadleaved (>80%),SRDP 4428289,60.60220264,1,1eb22899-2ee1-4cf8-931e-af03797b6cad
220,England,103000000009278,Crick Jubilee Wood,n/a,n/a,Verified,Broadleaved (>80%),EWGS 32601,8.0371543,1,815d4506-c958-4d9e-88e2-2ca46655018b
221,Scotland,103000000011092,Altan Ruadh,103000000004447,Forest Carbon Group Scheme 3,Verified,Conifer (>80%),15FGS 00577,14.94171512,1,bbc0eb51-e72d-499d-a8d8-9e249ef782bc
222,Scotland,103000000011101,Ardlogie,103000000004447,Forest Carbon Group Scheme 3,Verified,Conifer (>80%),15FGS 00873,13.27430104,1,cfea3b00-bafd-43bc-8edb-1278c4dc13e4
223,England,103000000011098,Boston Beech,103000000004447,Forest Carbon Group Scheme 3,Verified,Broadleaved (>80%),ERDP 38021,4.11357593,1,bcba808c-23da-4f40-81eb-263413cd99b1
224,England,103000000011100,High Windy,103000000004447,Forest Carbon Group Scheme 3,Verified,Broadleaved (>80%),ERDP 37969,13.36896496,1,ec647a8e-9294-44fd-a22a-00ce037a3fe2
225,Scotland,103000000011093,Ruddenleys,103000000004447,Forest Carbon Group Scheme 3,Verified,Broadleaved (>80%),Unknown,16.80158044,1,06d309a7-0458-49f7-b913-2088378dd1cd
226,Scotland,103000000011183,Stirkfield Farm,n/a,n/a,Verified,Broadleaved (>80%),16FGS 12837-001,26.01165525,1,073a5bb6-1b84-4990-994f-31ee8b912eac
227,England,103000000010394,Tips Woodland Creation,103000000004546,Bromborough SmallWood Group,Verified,Mixed predominantly broadleaved (50-80%),EWGS 31594,4.6203989,1,3e61a90b-008a-47eb-a0a9-8dbfa15426bb
228,England,103000000010317,Folly Field Woodland Creation,103000000004546,Bromborough SmallWood Group,Verified,Broadleaved (>80%),EWGS 31594,3.11613838,1,e197e82b-96a4-4e67-822d-86f1e3f45695
229,Scotland,103000000004594,Merkland,103000000000748,Buccleuch Estates (G0001),Verified,Broadleaved (>80%),SRDP 0349 00816,2.0549459,1,db65add2-9726-45eb-8acb-7054f231de21
230,Scotland,103000000004388,Minsca,n/a,n/a,Verified,Broadleaved (>80%),SRDP 034900947,15.79904488,1,2f616964-de52-4ba7-bd40-88a6df0b9143
231,England,103000000004423,Reathwaite,n/a,n/a,Verified,Broadleaved (>80%),EWGS 19621,12.4608415,1,67914753-f10d-4c4a-b487-d82a621806d5
232,Scotland,103000000009783,Rottal,103000000002945,Forest Carbon Group Scheme 2,Validated,Broadleaved (>80%),SRDP 4713406,16.47465023,1,94ab4236-bd98-482a-90f7-175f3451a6b6
233,Scotland,103000000006290,Arndean,103000000000754,Forest Carbon Group Scheme 1,Verified,Mixed predominantly conifer (50-80%),"SRDP 4885485, SRDP 4885495",12.79479379,1,7dabcd6f-0740-44dc-8c3c-39d53c75ccab
234,Wales,103000000004520,Louisa's Wood 2,103000000004846,Lonsdale Group 2,Validated,Broadleaved (>80%),Glastir 30763,2.77660702,1,1e6de9c2-c500-4910-930e-f29c654d8dbf
235,England,103000000004392,Haywood,n/a,n/a,Verified,Mixed predominantly conifer (50-80%),"EWGS 24170, EWGS 30040",61.89665771,1,df3f8c68-b188-4594-814a-5aaa2cf5f5a8
236,England,103000000005290,Weekley Hall,n/a,n/a,Verified,Broadleaved (>80%),EWGS 29792,6.33198531,1,4acf0c5f-6e3e-48cd-b4bb-9ee52222de8b
237,England,103000000004583,21 Acre Field,103000000000750,White Rose Forest (G0004),Validated,Broadleaved (>80%),EWGS 30557,3.2343493,1,edeb93ec-2474-415a-a255-51e1a4597b78
238,England,103000000004408,Boughton,103000000000748,Buccleuch Estates (G0001),Verified,Broadleaved (>80%),EWGS 20385,5.50295143,1,18d8eb6d-5cd1-426c-b6bb-3220b11fc31f
239,England,103000000004585,Shawcross,103000000000750,White Rose Forest (G0004),Validated,Broadleaved (>80%),EWGS 31547,6.05277925,1,cfecf74e-c2dc-4489-b9f1-080e8003c688
240,Scotland,103000000004412,Mid Hill,n/a,n/a,Verified,Broadleaved (>80%),SRDP 4139390,74.57825951,1,a34fe03f-e7bf-4cb2-904e-40fd72fcade1
241,Scotland,103000000004435,Broadgairhill,n/a,n/a,Verified,Broadleaved (>80%),SRDP 4131811,207.94906876,1,ae7930cc-8579-4581-aa00-7d3849020bad
242,England,103000000004580,Dewsbury Country Park,103000000000750,White Rose Forest (G0004),Validated,Broadleaved (>80%),EWGS 29448,44.41682018,1,076b7e6e-46a4-4fdf-b2fb-a6ed456d027d
243,Scotland,103000000005159,Craigengillan Jubilee Woods,103000000000848,Craigengillan Woods Phase 2,Verified,Mixed predominantly broadleaved (50-80%),SRDP 4704400,32.09104412,1,773a95aa-6b3b-4ae7-8590-b681d954d67c
244,Scotland,103000000004424,Gorton Hill,n/a,n/a,Verified,Open ground,SRDP 4139390,47.20843102,1,4c8336a2-aa98-4b80-8494-993b4ab5baad
245,Scotland,103000000004415,Ken View,n/a,n/a,Verified,Broadleaved (>80%),SRDP 4159128,30.56961571,1,b8e745de-22e4-485b-be98-8ae3b927b999
246,Scotland,103000000004415,Ken View,n/a,n/a,Verified,Open ground,SRDP 4159128,11.36586136,1,6720d5c6-2c0a-4f32-8e0a-4cb1b0244344
247,England,103000000010211,Nanpantan,103000000004447,Forest Carbon Group Scheme 3,Verified,Mixed predominantly broadleaved (50-80%),RD 34359,24.96165967,2,e53949b0-ce45-4b3d-93d2-5aa7230b0115
248,Scotland,103000000010210,Mains of Edinvale,103000000004447,Forest Carbon Group Scheme 3,Verified,Conifer (>80%),FGS 15FGS00374,40.42333236,2,dc531301-efdb-419d-9784-17b58f6477c7
249,England,103000000011099,Whitelee,103000000004447,Forest Carbon Group Scheme 3,Verified,Mixed predominantly broadleaved (50-80%),RD 38168,9.02566078,2,1b044668-7561-4409-9d1c-a3cdf1acedd3
250,Scotland,103000000011096,Brin Croft,103000000004447,Forest Carbon Group Scheme 3,Verified,Broadleaved (>80%),FGS 15FGS02814,4.95502805,2,fc0aea50-3369-471e-a1f3-69e6903a0cba
251,Scotland,103000000011095,Headshaw,103000000004447,Forest Carbon Group Scheme 3,Verified,Mixed predominantly broadleaved (50-80%),FGS 15FGS00693,11.37832897,2,dcd568a8-ac73-4de6-97f1-3eeac4ba6184
252,England,103000000010212,Mallerstang,103000000004447,Forest Carbon Group Scheme 3,Verified,Broadleaved (>80%),NE Env Stewardship AG00636634,55.89381117,2,2fd0fc8f-f80a-4f62-918f-d3526d7ba91d
253,Wales,104000000012334,Jess Wood,103000000005746,James Lonsdale Group 3,Validated,Broadleaved (>80%),Glastir A0048625,16.69704947,2,be66a5b7-02fc-41fa-a7e8-741a8df70f33
254,Wales,104000000012335,Henry Wood,103000000005746,James Lonsdale Group 3,Validated,Broadleaved (>80%),Glastir A0048625,11.96667772,2,626e2998-90e2-4eb8-b37f-5651e7e29af6
255,Scotland,103000000011182,Aucharroch Farm,n/a,n/a,Validated,Conifer (>80%),16FGS 09714-001A,31.18889903,2,043c1d4e-b54a-482c-8086-5b58aed9841b
256,Wales,104000000012194,Brynhoveth,103000000005346,GrwpCoed.Cymru 1,Validated,Broadleaved (>80%),Glastir P0000019,0.89895512,2,d9358c7e-3f1c-4468-8df9-cc71eac779c4
257,Wales,104000000012089,Cefn Gast Farm,103000000005346,Glastir Native Woodland Carbon Projects,Under Development,Broadleaved (>80%),Unknown,0.95339184,2,97b4c0ab-f1ae-45fa-9ff7-d82837961bce
258,Scotland,103000000004597,Ackron Native Woodland,n/a,n/a,Verified,Broadleaved (>80%),"RP3837232, RP 4047370",52.10142535,2,73fcae98-b538-41fb-a697-379e5c1a5464
259,England,103000000011099,Whitelee,103000000004447,Forest Carbon Group Scheme 3,Verified,Open ground,RD 38168,0.06115846,2,96c3be74-5cab-414c-8dfd-3ac90c709c72
260,England,103000000011099,Whitelee,103000000004447,Forest Carbon Group Scheme 3,Verified,Open ground,RD 38168,0.14327052,2,5f6cbc4c-1ff5-473e-87e7-d52029af523f
261,England,103000000011099,Whitelee,103000000004447,Forest Carbon Group Scheme 3,Verified,Open ground,RD 38168,0.66285669,2,f4c43b7c-cf3f-468d-b0f5-0c7fa33057ec
262,Wales,104000000012335,Henry Wood,103000000005746,James Lonsdale Group 3,Validated,Open ground,Glastir A0048625,0.37107512,2,dbeb7f40-fdb6-4af5-9138-f9ce7b39e63f
263,Wales,104000000012089,Cefn Gast Farm,103000000005346,Glastir Native Woodland Carbon Projects,Under Development,Open ground,Unknown,0.25157141,2,99c8fd55-c70c-4ac7-b1ba-90cdda7f587f
264,Scotland,103000000004596,Ackron Mixed woodland,n/a,n/a,Verified,Mixed predominantly conifer (50-80%),WGS 030/002120,49.64107519,2,ab450ba3-ddd1-49c0-8a13-f49410573351
265,Scotland,103000000004596,Ackron Mixed woodland,n/a,n/a,Verified,Open ground,WGS 030/002120,3.8334408,2,4115e962-7817-49e3-b9ed-8bbcc997d781
266,England,103000000010301,Zetland Estate WCC areas,103000000004446,Zetland Estate,Verified,Mixed predominantly conifer (50-80%),"EWGS 24345, EWGS 34734",23.14043308,2,60b39e5b-e35b-4b6b-9968-ce530323d89c
267,Wales,104000000012151,Coed y Foel,n/a,n/a,Verified,Broadleaved (>80%),Glastir A0035099,21.07480814,3,6541f8f7-25f8-4578-933d-cb275280aca9
268,Scotland,104000000012135,Baads Mill,n/a,n/a,Verified,Conifer (>80%),15FGS 03257,25.64129684,3,256e865c-d867-4623-b280-c23b367f539a
269,Scotland,104000000012425,"Allt Ruadh, Dundreggan",n/a,n/a,Validated,Broadleaved (>80%),16FGS 08734,162.1311689,3,5a7a2d66-c4d2-43e4-a400-7f69ebfc8c64
